EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/alpha_loss_Mean,Training/alpha_loss_Std,Training/alpha_loss_Max,Training/alpha_loss_Min,Training/alpha_Mean,Training/alpha_Std,Training/alpha_Max,Training/alpha_Min,Training/eta_Mean,Training/eta_Std,Training/eta_Max,Training/eta_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,KL/mean_Mean,KL/mean_Std,KL/mean_Max,KL/mean_Min,KL/std_Mean,KL/std_Std,KL/std_Max,KL/std_Min,KL/max_Mean,KL/max_Std,KL/max_Max,KL/max_Min,KL/min_Mean,KL/min_Std,KL/min_Max,KL/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
20,17.65960454940796,42000,-93.52933,-41.30825,nan,2.57341,2.11295,12.97300,2386.00000,-0.02535,0.02904,0.04342,-0.10287,0.42395,0.02925,0.50215,0.35825,1.16750,0.24629,1.68827,0.67467,-1.07920,0.16014,-0.73565,-1.40576,0.09291,0.02740,0.23808,0.05259,0.76123,0.29614,2.50454,0.40764,-0.19992,0.00680,-0.17570,-0.21536,-0.00005,0.00029,0.00084,-0.00035,0.07990,0.00660,0.09225,0.07113,1.64472,0.00730,1.65726,1.63222,12.89101,0.39698,13.87788,11.69743,3.05023,0.32354,3.77881,2.30846,18.15961,0.58512,19.47390,16.51319,3.77605,2.39898,8.60351,-0.73192,0.01066,0.00357,0.01450,0.00000,0.00433,0.00166,0.00888,0.00000,0.02701,0.01360,0.06949,0.00000,0.00374,0.00147,0.00651,0.00000,0.15040,0.01358,0.21243,0.12090
21,17.295714616775513,44000,-87.51513,-59.50955,nan,2.51123,1.98419,12.80009,3000.00000,-0.13497,0.02696,-0.06399,-0.21036,0.35540,0.02289,0.42250,0.29005,0.88201,0.26640,1.52793,0.49949,-0.96624,0.11610,-0.68436,-1.15580,0.05862,0.01590,0.13536,0.03517,0.61691,0.28687,2.09310,0.32838,-0.20075,0.00548,-0.18261,-0.21453,0.00001,0.00030,0.00092,-0.00033,0.08299,0.00473,0.09230,0.07728,1.67143,0.00830,1.68603,1.65741,12.83913,0.33610,13.53450,11.72407,2.71528,0.25037,3.49533,2.19659,18.10094,0.80828,19.78834,16.10712,5.39580,1.43583,8.68152,2.77867,0.00990,0.00339,0.01381,0.00000,0.00431,0.00161,0.00831,0.00000,0.02524,0.01033,0.05049,0.00000,0.00358,0.00139,0.00599,0.00000,0.15004,0.01361,0.19728,0.12222
22,17.22084951400757,46000,-77.72981,-60.94972,nan,2.68579,1.90680,12.62811,1612.50000,-0.12767,0.02565,-0.06715,-0.19606,0.44473,0.02155,0.50226,0.39363,1.13012,0.13252,1.40190,0.77455,-1.11073,0.10969,-0.81429,-1.26026,0.07398,0.03100,0.22462,0.03887,0.68077,0.51005,3.35875,0.33266,-0.19890,0.00554,-0.18423,-0.21413,-0.00008,0.00029,0.00091,-0.00048,0.08988,0.00650,0.10251,0.08174,1.70208,0.00938,1.71832,1.68620,12.78459,0.33129,13.62415,11.84669,2.90554,0.32297,3.82625,2.16856,18.38939,0.70796,19.42669,16.37370,4.42631,2.25025,7.74050,-1.54146,0.01082,0.00319,0.01546,0.00000,0.00531,0.00201,0.01040,0.00000,0.03467,0.01646,0.08376,0.00000,0.00362,0.00138,0.00639,0.00000,0.15839,0.01390,0.21426,0.12746
23,16.991857051849365,48000,-89.29831,-84.38190,nan,2.50250,1.86909,12.62004,3000.00000,-0.26228,0.02675,-0.19992,-0.32310,0.43077,0.02660,0.52036,0.36921,0.83039,0.16942,1.15708,0.39087,-1.28368,0.13659,-0.97439,-1.48428,0.07752,0.03189,0.26507,0.04605,0.71583,0.53210,3.69069,0.32273,-0.20010,0.00547,-0.18072,-0.21172,0.00008,0.00028,0.00103,-0.00023,0.09042,0.00416,0.10256,0.08654,1.72815,0.00539,1.73751,1.71850,12.90107,0.30954,13.57271,12.05768,2.71764,0.26849,3.53542,2.07540,17.98043,0.67161,18.96786,16.52423,5.26034,1.50315,9.22899,1.32761,0.00918,0.00283,0.01266,0.00000,0.00357,0.00110,0.00544,0.00000,0.02002,0.00662,0.03345,0.00000,0.00317,0.00117,0.00537,0.00000,0.14924,0.01168,0.18981,0.12464
24,16.383399963378906,50000,-84.50743,-14.24649,nan,2.44350,2.03717,11.90255,3000.00000,0.17327,0.03321,0.25532,0.07557,0.42822,0.08133,0.70194,0.29426,2.07518,1.12615,4.01239,0.84821,-1.02816,0.25469,-0.53018,-1.55074,0.10993,0.05158,0.45122,0.04876,0.73582,0.35888,3.15510,0.34319,-0.20241,0.00670,-0.17822,-0.21978,-0.00067,0.00094,0.00092,-0.00463,0.12285,0.01992,0.14938,0.08863,1.77856,0.02239,1.81546,1.73779,13.00535,0.34081,13.85622,12.09912,2.95055,0.33255,3.91477,2.06588,18.14296,0.58501,19.74003,16.80763,4.18272,2.63071,8.72006,-3.13559,0.01572,0.00868,0.05142,0.00000,0.03163,0.03121,0.13785,0.00000,0.22332,0.21780,0.96357,0.00000,0.00295,0.00104,0.00509,0.00000,0.24863,0.13534,0.75791,0.12598
25,17.23391056060791,52000,-74.94407,-10.54729,nan,2.49934,2.11905,12.61530,2636.00000,0.25805,0.02421,0.32592,0.19538,0.32338,0.02000,0.37112,0.25987,1.03646,0.09508,1.19382,0.79464,-0.61772,0.09022,-0.41431,-0.77157,0.05572,0.02336,0.16618,0.03372,0.52145,0.29660,1.87343,0.27470,-0.20120,0.00529,-0.18842,-0.21385,0.00063,0.00027,0.00149,0.00024,0.12629,0.01296,0.14943,0.10695,1.82248,0.00275,1.82694,1.81580,12.91096,0.32968,13.90421,12.12282,2.78440,0.29039,3.56817,2.01617,18.21502,0.85513,19.56244,15.92561,4.72494,1.93822,8.87980,1.13624,0.00514,0.00160,0.00780,0.00000,0.00227,0.00082,0.00558,0.00000,0.01440,0.00574,0.03374,0.00000,0.00190,0.00075,0.00369,0.00000,0.14363,0.00916,0.16935,0.12329
26,16.84514594078064,54000,-94.97497,-16.31678,nan,2.56129,1.91019,12.37350,2384.00000,0.18825,0.03674,0.29906,0.06135,0.35370,0.02743,0.41986,0.26034,1.33754,0.21534,1.74844,0.63997,-0.73963,0.18852,-0.36676,-1.10674,0.08999,0.02041,0.17912,0.05398,0.66945,0.19637,1.54837,0.39127,-0.20108,0.00601,-0.18451,-0.21848,0.00014,0.00030,0.00107,-0.00021,0.09327,0.00442,0.10673,0.08981,1.83766,0.00652,1.84906,1.82700,12.89430,0.33417,13.82437,12.06252,2.95079,0.30705,3.77885,2.23002,18.24151,0.68089,19.40849,16.54960,4.18786,1.80026,8.30000,0.74238,0.00866,0.00296,0.01233,0.00000,0.00439,0.00172,0.00960,0.00000,0.02849,0.01280,0.06668,0.00000,0.00298,0.00123,0.00554,0.00000,0.15782,0.01306,0.20268,0.12963
27,17.076032161712646,56000,-91.48133,-17.90053,nan,2.67151,1.97218,12.43217,2376.25000,0.19235,0.02921,0.26166,0.12008,0.32502,0.01795,0.37134,0.27735,0.99995,0.07767,1.15689,0.76471,-0.64087,0.11408,-0.37454,-0.85278,0.07462,0.01869,0.16518,0.04788,0.54944,0.23275,1.84120,0.27585,-0.20314,0.00581,-0.18812,-0.21673,0.00007,0.00029,0.00092,-0.00030,0.08229,0.00376,0.09245,0.07837,1.85589,0.00364,1.86214,1.84921,13.06948,0.34908,14.15103,12.15392,2.99050,0.27567,3.89564,2.17156,18.49553,0.56290,19.60131,17.15904,4.96487,1.49120,7.86303,2.27079,0.00927,0.00323,0.01365,0.00000,0.00378,0.00135,0.00621,0.00000,0.02146,0.00837,0.04157,0.00000,0.00337,0.00137,0.00615,0.00000,0.14335,0.00975,0.17159,0.12024
28,16.945943593978882,58000,-89.17291,-52.81092,nan,2.69167,2.04156,12.21255,3000.00000,-0.25649,0.03520,-0.15076,-0.34526,1.14417,0.08562,1.39038,0.92623,2.87759,0.81315,4.83552,1.74171,-3.35849,0.30245,-2.46467,-3.81177,0.43630,0.25782,1.42109,0.14892,1.76666,1.38272,7.15668,0.62783,-0.20083,0.00593,-0.18481,-0.21314,-0.00007,0.00030,0.00086,-0.00062,0.08314,0.00517,0.09415,0.07702,1.86707,0.00272,1.87180,1.86223,12.93995,0.34802,13.82187,11.87979,2.82541,0.24901,3.46040,2.15280,18.09275,0.57624,18.99582,16.83440,5.08952,1.58228,8.83773,1.37857,0.01086,0.00354,0.01671,0.00000,0.00863,0.00579,0.02994,0.00000,0.06034,0.04813,0.24206,0.00000,0.00327,0.00122,0.00563,0.00000,0.16141,0.01501,0.21274,0.13239
29,17.93204092979431,60000,-91.80456,-66.48988,nan,2.79963,2.06840,13.06384,2798.75000,-0.26210,0.03483,-0.16828,-0.35895,0.76534,0.04226,0.88174,0.65067,1.23027,0.13769,1.44352,0.83221,-2.48353,0.56770,-1.68737,-3.57687,0.13501,0.10487,0.61391,0.06081,1.17558,1.07945,5.75198,0.50547,-0.20247,0.00608,-0.18140,-0.21859,0.00011,0.00027,0.00094,-0.00022,0.08168,0.00466,0.09423,0.07764,1.87332,0.00069,1.87448,1.87186,13.00509,0.38296,14.02730,11.71609,2.80258,0.24908,3.41986,2.19364,18.08464,0.41617,18.83050,17.09053,5.10496,2.09966,8.67403,-0.14063,0.00876,0.00303,0.01283,0.00000,0.00334,0.00121,0.00610,0.00000,0.01903,0.00725,0.04382,0.00000,0.00321,0.00129,0.00582,0.00000,0.14004,0.00940,0.16336,0.11550
30,18.09746217727661,62000,-99.45447,-84.82337,nan,3.01547,2.26935,12.81242,2554.00000,-0.40394,0.03378,-0.31381,-0.50804,0.85034,0.03814,0.95097,0.74993,1.12604,0.13259,1.32533,0.79825,-2.42266,0.29100,-1.78833,-2.95766,0.14685,0.16375,0.97226,0.05462,1.40803,1.67954,8.57646,0.39337,-0.20449,0.00557,-0.18614,-0.21999,-0.00006,0.00028,0.00082,-0.00037,0.07859,0.00569,0.09008,0.07158,1.87500,0.00026,1.87544,1.87449,13.13142,0.35590,14.11714,11.88907,2.76598,0.23729,3.39973,2.16477,18.25877,0.57124,19.36268,16.96192,6.03156,1.28500,8.84397,2.72843,0.01074,0.00349,0.01481,0.00000,0.00396,0.00132,0.00654,0.00000,0.02242,0.00780,0.04023,0.00000,0.00366,0.00146,0.00690,0.00000,0.14033,0.00928,0.16429,0.12427
31,18.045889616012573,64000,-96.32057,-83.17693,nan,2.80613,2.12084,13.11872,2873.50000,-0.29527,0.02783,-0.16928,-0.36190,0.67118,0.03690,0.76705,0.60026,1.15707,0.12710,1.35745,0.66454,-1.79610,0.38853,-1.24589,-2.48059,0.08978,0.08520,0.55173,0.03904,1.18380,1.18224,6.55258,0.39812,-0.20059,0.00491,-0.18954,-0.21685,0.00003,0.00026,0.00090,-0.00025,0.08285,0.00333,0.09014,0.07869,1.87789,0.00153,1.88060,1.87545,12.88377,0.29895,13.69009,12.10685,2.86991,0.24110,3.44155,2.12162,18.30418,0.56478,19.13604,16.73422,4.75231,1.62321,8.84847,1.68616,0.00974,0.00302,0.01295,0.00000,0.00371,0.00121,0.00564,0.00000,0.02122,0.00713,0.03391,0.00000,0.00363,0.00139,0.00620,0.00000,0.14936,0.01107,0.18085,0.12935
32,17.681079864501953,66000,-105.72148,-66.91799,nan,2.75253,1.94398,12.98441,2392.25000,0.29406,0.08465,0.52405,0.05096,0.85803,0.22891,1.50416,0.53254,4.70089,2.30121,8.19397,1.42748,-2.37317,1.22835,-0.85089,-6.68376,0.58974,0.40348,2.31723,0.12198,2.11034,0.85468,5.96672,0.98906,-0.19903,0.00886,-0.16289,-0.21669,-0.00067,0.00052,0.00088,-0.00185,0.11343,0.02233,0.14710,0.08293,1.92670,0.02676,1.97087,1.88064,12.92879,0.33372,13.82420,12.09357,2.88906,0.26224,3.75378,2.19176,18.12633,0.59821,19.31107,16.47658,5.19316,1.57183,8.01815,1.27260,0.01589,0.00531,0.02822,0.00000,0.01315,0.00669,0.03978,0.00000,0.08644,0.05179,0.32527,0.00000,0.00407,0.00145,0.00718,0.00000,0.24340,0.08732,0.58971,0.14421
33,18.100977897644043,68000,-96.54871,-79.47228,nan,2.79298,2.18007,12.98745,2377.50000,0.12616,0.02637,0.18559,0.06044,0.40612,0.02061,0.45756,0.34219,1.09594,0.12029,1.31422,0.82676,-0.85404,0.10364,-0.58467,-1.05969,0.07431,0.02609,0.18380,0.04419,0.85793,0.38613,2.87631,0.44144,-0.20273,0.00598,-0.18574,-0.21883,0.00063,0.00028,0.00147,0.00024,0.12350,0.01360,0.14733,0.10317,1.97797,0.00260,1.98215,1.97125,12.98235,0.34925,13.84335,12.05572,2.92095,0.28655,3.55794,2.16362,18.22362,0.63115,19.43355,16.30860,4.48437,1.73820,7.94362,0.87581,0.00511,0.00163,0.00774,0.00000,0.00205,0.00070,0.00356,0.00000,0.01192,0.00440,0.02277,0.00000,0.00176,0.00070,0.00344,0.00000,0.14733,0.01082,0.17519,0.12299
34,17.022738695144653,70000,-76.65684,-91.30093,nan,2.37838,2.06022,12.58392,2391.50000,0.07869,0.02729,0.18348,-0.00057,0.46070,0.02658,0.53724,0.39199,1.47589,0.17951,1.72708,0.88549,-0.95106,0.10067,-0.70734,-1.12116,0.07757,0.03130,0.25061,0.03875,1.00320,0.46838,3.41954,0.54077,-0.20122,0.00630,-0.18689,-0.21802,0.00007,0.00029,0.00103,-0.00029,0.09222,0.00336,0.10294,0.08912,1.98882,0.00399,1.99582,1.98221,12.92232,0.37065,13.89669,12.09243,2.82652,0.24674,3.40565,2.17636,18.38427,0.75501,19.74379,16.35091,5.45024,1.25829,8.07868,2.80903,0.00937,0.00298,0.01319,0.00000,0.00437,0.00156,0.00865,0.00000,0.02664,0.00994,0.05651,0.00000,0.00324,0.00131,0.00629,0.00000,0.15885,0.01236,0.20471,0.12903
35,17.70867133140564,72000,-97.77735,-98.80565,nan,2.59195,2.01772,13.09882,3000.00000,-0.00409,0.03203,0.08588,-0.10045,0.47819,0.03652,0.56925,0.39359,1.59736,0.32733,2.15882,0.73243,-1.21896,0.19397,-0.79705,-1.59776,0.08021,0.03191,0.23054,0.04181,1.06151,0.52682,4.07751,0.49335,-0.20272,0.00544,-0.18868,-0.21886,-0.00001,0.00030,0.00095,-0.00044,0.08923,0.00391,0.09676,0.08442,2.00372,0.00457,2.01162,1.99590,13.05151,0.31868,13.96976,12.19221,2.87924,0.25573,3.61765,2.04808,18.32501,0.54366,19.50582,16.95815,4.88480,1.96941,8.97177,0.18493,0.01015,0.00324,0.01491,0.00000,0.00484,0.00181,0.00841,0.00000,0.03091,0.01218,0.05522,0.00000,0.00362,0.00132,0.00607,0.00000,0.15698,0.01316,0.19924,0.13011
36,17.59148597717285,74000,-96.40264,-35.91861,nan,2.91655,2.06424,12.61045,3000.00000,0.08906,0.08129,0.26074,-0.21175,0.97406,0.18311,1.48225,0.68030,3.00200,0.82298,4.49214,1.52082,-4.47110,1.53828,-1.37801,-7.31555,0.53012,0.30616,1.83600,0.16581,2.95694,1.19629,7.87086,1.21193,-0.20271,0.00552,-0.18794,-0.21957,-0.00014,0.00043,0.00097,-0.00228,0.09817,0.00631,0.11105,0.09071,2.01909,0.00439,2.02673,2.01172,12.99601,0.34771,13.86711,12.12730,2.94097,0.28890,3.77415,2.23471,18.22181,0.68858,20.00965,16.40490,4.23731,2.20523,8.04612,-0.39132,0.01140,0.00437,0.03139,0.00000,0.01465,0.01677,0.08821,0.00000,0.10871,0.12663,0.48263,0.00000,0.00316,0.00115,0.00540,0.00000,0.17464,0.02141,0.24308,0.13900
37,18.19029664993286,76000,-102.65636,-63.10867,nan,2.89359,1.99261,13.30387,2549.00000,0.05004,0.05012,0.17590,-0.07468,0.74929,0.04259,0.87777,0.64641,2.23635,0.27000,2.70112,1.63503,-1.35797,0.12385,-1.07748,-1.62340,0.26851,0.08127,0.62870,0.15913,1.92488,0.63475,4.69374,0.99654,-0.20303,0.00664,-0.18777,-0.21932,0.00011,0.00028,0.00111,-0.00027,0.10161,0.00338,0.11121,0.09892,2.03690,0.00600,2.04728,2.02683,13.03654,0.37318,13.85411,12.02337,2.96478,0.29973,3.86120,2.21293,18.43419,0.72781,20.19615,16.75718,4.52825,2.49176,9.03379,-2.72996,0.00895,0.00260,0.01263,0.00000,0.00435,0.00153,0.00786,0.00000,0.02605,0.01091,0.05436,0.00000,0.00273,0.00098,0.00511,0.00000,0.16037,0.01283,0.20613,0.13453
38,17.081210136413574,78000,-96.04783,-57.53074,nan,2.53934,1.89048,12.65118,2399.00000,0.14925,0.04337,0.28372,0.03915,0.65399,0.04292,0.75062,0.55672,1.89011,0.23842,2.36200,1.28289,-1.36705,0.18060,-0.95781,-1.67229,0.19358,0.06294,0.50257,0.10165,1.64650,0.58094,4.17649,0.83345,-0.20330,0.00644,-0.18816,-0.22067,0.00008,0.00028,0.00101,-0.00024,0.09074,0.00363,0.10141,0.08712,2.05407,0.00368,2.06041,2.04741,13.07726,0.38532,14.22797,11.88539,2.94090,0.29664,3.79320,2.14933,18.22081,0.60143,19.40711,17.03418,3.98946,1.91696,8.53510,0.31888,0.00921,0.00287,0.01280,0.00000,0.00377,0.00123,0.00619,0.00000,0.02244,0.00865,0.04220,0.00000,0.00334,0.00133,0.00613,0.00000,0.15531,0.01151,0.18325,0.12165
39,16.822004318237305,80000,-85.25778,-50.66197,nan,2.76669,1.93111,12.12401,1796.25000,0.16238,0.04401,0.29202,0.05032,0.63905,0.03689,0.73066,0.55814,1.97103,0.17442,2.19394,1.53361,-1.29763,0.29872,-0.82290,-2.03168,0.21849,0.05979,0.47410,0.13854,1.77133,0.50443,3.74805,1.04826,-0.20331,0.00575,-0.18636,-0.21755,-0.00005,0.00029,0.00093,-0.00054,0.08959,0.00509,0.09927,0.08302,2.07089,0.00626,2.08183,2.06050,13.05031,0.34859,13.95399,12.15087,2.83350,0.26541,3.45061,2.18058,18.40886,0.68873,19.74734,16.60762,5.02376,1.69001,9.22547,1.74690,0.01058,0.00315,0.01646,0.00000,0.00442,0.00152,0.00836,0.00000,0.02616,0.01074,0.05840,0.00000,0.00374,0.00136,0.00683,0.00000,0.16712,0.01248,0.20789,0.14118
40,17.211342334747314,82000,-88.26391,10.09267,nan,2.78153,2.05435,12.37530,3000.00000,0.32132,0.06739,0.47805,0.11168,0.85889,0.13928,1.33158,0.57928,2.85601,0.34098,3.55378,1.98180,-2.63982,1.04298,-0.79332,-4.45724,0.48622,0.20263,1.42523,0.22390,2.45556,0.91877,7.07774,1.32425,-0.20345,0.00564,-0.18857,-0.21947,-0.00004,0.00028,0.00099,-0.00056,0.09639,0.00423,0.10481,0.09124,2.09190,0.00572,2.10173,2.08197,13.11215,0.33959,13.96247,12.18054,2.84749,0.25941,3.54218,2.25602,18.50464,0.67725,19.95844,16.99263,4.97155,1.83987,8.93473,1.88118,0.01040,0.00290,0.01553,0.00000,0.00676,0.00416,0.02035,0.00000,0.04474,0.03390,0.16643,0.00000,0.00335,0.00119,0.00572,0.00000,0.17167,0.01261,0.21246,0.14295
41,17.098999500274658,84000,-101.74765,-23.28992,nan,2.74432,2.05443,12.30008,2375.00000,0.20269,0.06037,0.39740,0.06361,0.73248,0.10249,1.13620,0.56221,2.85487,1.15604,5.28049,1.51476,-1.48590,0.49011,-0.88829,-2.86740,0.32870,0.17452,1.27118,0.13635,1.76061,0.67782,5.18053,0.82448,-0.20317,0.00653,-0.18654,-0.22134,0.00001,0.00029,0.00105,-0.00040,0.09789,0.00331,0.10484,0.09397,2.11838,0.01004,2.13581,2.10190,13.00307,0.37472,14.09461,12.10596,2.89537,0.30495,3.73405,2.29007,18.38952,0.68214,19.55905,16.60177,4.65670,2.06945,8.76295,-0.11829,0.00991,0.00284,0.01417,0.00000,0.00476,0.00178,0.00931,0.00000,0.03017,0.01412,0.06983,0.00000,0.00327,0.00120,0.00574,0.00000,0.17807,0.02086,0.26905,0.14176
42,16.912311792373657,86000,-97.56021,-54.30988,nan,3.03627,2.04581,11.83005,3000.00000,-0.03084,0.03998,0.07677,-0.12727,0.60477,0.03704,0.71321,0.51444,1.56362,0.26330,2.03944,1.00487,-1.80437,0.46211,-1.06296,-2.51478,0.15845,0.05773,0.47419,0.08568,1.26499,0.56564,4.08200,0.63376,-0.20581,0.00658,-0.18651,-0.22392,0.00013,0.00025,0.00104,-0.00022,0.08963,0.00547,0.10394,0.08494,2.14135,0.00264,2.14583,2.13598,13.13345,0.38653,14.02215,12.16748,2.88453,0.24585,3.53708,2.32619,18.48834,0.61752,19.97923,16.86241,4.89298,1.92766,8.26423,0.17097,0.00872,0.00255,0.01250,0.00000,0.00367,0.00107,0.00660,0.00000,0.02070,0.00657,0.03594,0.00000,0.00286,0.00110,0.00503,0.00000,0.15589,0.01229,0.19252,0.13048
43,16.50773525238037,88000,-101.25942,-21.08460,nan,2.57641,2.11862,11.81242,3000.00000,0.10254,0.03834,0.19905,-0.00456,0.79656,0.04069,0.91360,0.67898,2.03132,0.13443,2.27449,1.58039,-1.67537,0.14922,-1.31441,-1.91063,0.27948,0.12446,0.81350,0.14580,1.84502,0.72870,5.61705,0.85256,-0.20446,0.00536,-0.18784,-0.21715,-0.00007,0.00025,0.00088,-0.00042,0.08682,0.00578,0.09813,0.07938,2.15336,0.00450,2.16123,2.14590,13.11430,0.31890,13.94948,12.10324,2.86140,0.27309,3.59365,2.16266,18.26783,0.53037,19.41333,16.35498,5.41218,1.68399,8.73148,0.88522,0.01075,0.00284,0.01507,0.00000,0.00430,0.00115,0.00665,0.00000,0.02417,0.00715,0.04148,0.00000,0.00378,0.00136,0.00624,0.00000,0.17187,0.01174,0.21165,0.14915
44,15.793060302734375,90000,-90.55857,-59.69186,nan,2.53608,1.86591,11.39078,2375.00000,0.05649,0.07009,0.22291,-0.16314,1.25527,0.21493,2.02638,0.96344,5.25472,2.63671,10.14913,2.04547,-2.96500,1.55129,-1.84365,-8.23175,0.98807,0.68377,4.06606,0.23671,3.16579,1.45493,8.37981,1.16763,-0.20405,0.00641,-0.18763,-0.21850,-0.00027,0.00038,0.00098,-0.00116,0.11030,0.01332,0.13039,0.09195,2.18224,0.01310,2.20401,2.16133,13.16716,0.34623,13.92898,12.26860,2.87427,0.24658,3.54816,2.31191,18.57984,0.63045,19.96949,17.01316,5.32411,1.37924,8.68681,3.08315,0.01245,0.00376,0.02103,0.00000,0.01101,0.00764,0.03669,0.00000,0.07805,0.06297,0.27211,0.00000,0.00342,0.00117,0.00600,0.00000,0.21046,0.03936,0.35458,0.15834
45,15.847580909729004,92000,-76.04898,-112.07038,nan,2.55379,1.87831,11.27779,2138.75000,-0.37052,0.07951,-0.19994,-0.60964,1.49876,0.04741,1.61113,1.36275,2.49485,0.21467,2.82762,1.96719,-3.81899,0.22127,-3.21242,-4.14099,0.61103,0.53786,2.46025,0.22403,3.35028,2.70251,12.75603,1.09801,-0.20196,0.00607,-0.18278,-0.21753,0.00021,0.00027,0.00130,-0.00030,0.11488,0.00663,0.13041,0.10871,2.20748,0.00062,2.20794,2.20435,13.00242,0.38139,13.98621,11.90240,3.02557,0.31676,4.15022,2.29514,18.47393,0.56001,19.33748,16.76027,3.89173,1.97112,9.08607,0.83030,0.00830,0.00211,0.01275,0.00000,0.00334,0.00091,0.00582,0.00000,0.01877,0.00549,0.03382,0.00000,0.00291,0.00101,0.00531,0.00000,0.17971,0.01335,0.21925,0.14727
46,16.008941888809204,94000,-79.00536,-158.00849,nan,2.48113,2.09073,11.43690,2441.25000,-0.65977,0.04830,-0.52644,-0.78073,1.22893,0.05167,1.37299,1.08385,1.92797,0.34387,2.51561,1.17210,-4.05591,1.01934,-2.70251,-5.49534,0.44185,0.43995,1.82303,0.12117,3.36381,2.40092,10.88587,1.15989,-0.20341,0.00573,-0.18517,-0.22150,0.00008,0.00028,0.00109,-0.00033,0.09607,0.00435,0.10894,0.09212,2.20821,0.00016,2.20849,2.20794,13.03807,0.36273,14.16078,11.98661,2.84569,0.23477,3.62721,2.27956,18.37064,0.59030,19.57118,17.00426,5.45280,1.17310,8.02195,2.72858,0.00926,0.00272,0.01337,0.00000,0.00402,0.00130,0.00699,0.00000,0.02337,0.00855,0.04494,0.00000,0.00318,0.00117,0.00574,0.00000,0.15807,0.01120,0.19714,0.13468
47,15.846842288970947,96000,-73.74068,-123.82651,nan,2.53248,2.03964,11.27451,2520.50000,-0.42625,0.05258,-0.30277,-0.58739,1.10686,0.04877,1.22364,1.00426,1.85613,0.26455,2.31595,1.17379,-3.27201,0.74910,-2.32343,-4.46166,0.38724,0.29717,1.38876,0.14787,3.34128,1.77908,9.20805,1.42371,-0.20711,0.00586,-0.19034,-0.22258,0.00006,0.00026,0.00099,-0.00030,0.08741,0.00371,0.09855,0.08436,2.20932,0.00053,2.21024,2.20849,13.31468,0.37365,14.34775,12.29508,2.75926,0.25282,3.44903,2.08198,18.40007,0.64430,19.65919,16.74336,5.43878,1.91466,9.01233,-0.12695,0.00942,0.00270,0.01335,0.00000,0.00356,0.00106,0.00599,0.00000,0.02017,0.00623,0.03192,0.00000,0.00342,0.00127,0.00599,0.00000,0.16170,0.00993,0.18365,0.13548
48,16.707353353500366,98000,-80.81960,-48.51910,nan,2.61393,1.98870,12.10454,2687.75000,-0.08026,0.09645,0.20346,-0.36392,1.46424,0.26039,2.26758,0.93594,3.27892,0.45693,3.95237,2.04635,-6.69206,2.74654,-1.82638,-11.25183,1.08175,0.65535,3.34400,0.30367,6.10324,3.38585,22.14869,2.50167,-0.20746,0.00516,-0.19229,-0.22089,-0.00005,0.00028,0.00091,-0.00067,0.08807,0.00610,0.09961,0.08051,2.21376,0.00221,2.21769,2.21025,13.30326,0.31162,14.11898,12.27755,2.71636,0.26463,3.53773,2.17178,18.72047,0.76160,20.26002,17.13585,5.88584,1.71380,8.87290,2.90591,0.01061,0.00317,0.01697,0.00000,0.00662,0.00478,0.02430,0.00000,0.04094,0.03430,0.17936,0.00000,0.00336,0.00119,0.00579,0.00000,0.16985,0.01383,0.22506,0.13871
49,15.840585708618164,100000,-68.31094,-56.12533,nan,2.49379,2.00119,11.34540,3000.00000,-0.08601,0.04748,0.06693,-0.23841,0.89218,0.05287,1.01696,0.73876,2.34723,0.31223,2.99836,1.69916,-2.14346,0.33271,-1.42431,-2.92343,0.29171,0.10159,0.76227,0.17474,3.14755,1.68283,12.33890,1.48680,-0.20833,0.00609,-0.18440,-0.22195,0.00003,0.00027,0.00100,-0.00032,0.09221,0.00387,0.09966,0.08745,2.22737,0.00591,2.23761,2.21775,13.35512,0.37397,14.20551,11.80952,2.86568,0.27253,3.78444,2.19696,18.64990,0.51786,19.60430,16.73835,5.27760,2.09128,9.52533,0.93249,0.00978,0.00278,0.01349,0.00000,0.00425,0.00136,0.00779,0.00000,0.02437,0.00843,0.05039,0.00000,0.00335,0.00119,0.00594,0.00000,0.16406,0.01185,0.21294,0.13026
